,Price,Area,Location,BHK,New/Resale,Gymnasium,Lift Available,Car Parking,24x7 Security,Clubhouse,Swimming Pool
615,120.0,600,Chembur,1,0,0,1,1,0,0,0
616,120.0,600,Chembur,1,0,0,0,1,1,0,0
617,97.0,575,Chembur,1,1,1,1,1,1,1,1
618,80.0,510,Chembur,1,0,0,1,0,0,0,0
619,115.0,650,Chembur,1,0,0,1,0,0,0,0
620,110.0,650,Chembur,1,0,0,1,0,1,0,0
621,175.0,1000,Chembur,2,1,1,1,1,1,1,1
622,275.0,1400,Chembur,3,0,1,1,1,1,1,1
623,196.0,1010,Chembur,2,0,1,1,0,0,1,1
624,130.0,650,Chembur,1,0,0,0,0,0,0,0
625,80.0,520,Chembur,1,0,0,1,0,0,0,0
629,275.0,1270,Chembur,3,0,1,1,1,1,1,1
630,230.0,1250,Chembur,3,1,0,1,0,0,0,0
634,105.0,650,Chembur,1,0,0,1,0,0,0,0
635,69.9,450,Chembur,1,1,1,1,0,0,1,1
636,90.0,550,Chembur,1,0,1,1,1,1,1,1
640,200.0,1000,Chembur,2,0,0,1,0,0,0,0
642,211.0,1050,Chembur,2,0,0,1,0,0,0,0
643,94.99,499,Chembur,1,1,1,1,1,1,1,0
644,169.0,904,Chembur,2,1,1,1,1,1,1,1
645,145.0,696,Chembur,2,1,1,1,1,0,0,0
646,96.0,503,Chembur,2,1,1,1,1,0,0,0
647,94.0,495,Chembur,1,1,1,1,1,0,0,0
648,92.0,473,Chembur,1,1,1,1,1,0,0,0
649,97.0,506,Chembur,2,1,1,1,1,0,0,0
650,146.0,698,Chembur,2,1,1,1,1,0,0,0
651,214.0,1090,Chembur,2,0,0,1,1,1,1,0
652,145.0,649,Chembur,2,1,0,0,0,0,0,0
653,168.0,800,Chembur,2,0,0,0,0,0,0,0
654,135.0,750,Chembur,1,0,0,1,0,0,0,0
655,270.0,1500,Chembur,3,0,1,1,1,1,1,0
656,215.0,1100,Chembur,2,0,0,1,0,0,0,0
657,168.0,800,Chembur,2,0,0,1,0,0,0,0
658,140.0,700,Chembur,2,1,0,1,0,0,0,0
659,255.0,1200,Chembur,2,0,0,1,0,0,0,0
660,153.0,850,Chembur,2,0,0,1,0,0,0,0
661,170.0,776,Chembur,2,1,1,1,1,1,1,1
662,90.0,600,Chembur,1,0,0,0,0,0,0,0
663,170.0,1020,Chembur,1,0,1,1,1,1,1,1
664,92.0,600,Chembur,1,0,0,1,0,0,0,0
667,127.0,585,Chembur East,1,0,1,1,1,1,0,0
668,321.0,1550,Chembur East,3,0,1,1,1,1,0,0
669,182.0,1050,Chembur East,2,0,1,1,1,1,0,0
670,245.0,1120,Chembur East,2,0,1,1,1,1,0,0
671,190.0,1150,Chembur East,2,0,1,1,1,1,0,0
672,120.0,675,Chembur East,1,0,1,1,1,1,0,0
673,107.0,675,Chembur East,1,0,1,1,1,1,0,0
674,290.0,1350,Chembur East,3,0,1,1,1,1,0,0
675,400.0,1850,Chembur East,3,1,0,1,1,1,0,0
676,222.0,1270,Chembur East,2,1,0,1,1,1,0,0
677,195.0,1073,Chembur East,2,1,0,1,1,1,0,0
678,180.0,1069,Dahisar,2,0,0,0,1,1,0,0
679,150.0,686,Dahisar,2,0,0,0,1,1,0,0
680,595.0,2730,Dahisar,4,0,0,1,1,1,0,0
682,260.0,1230,Dahisar,3,0,0,1,1,1,0,0
683,260.0,1250,Dahisar,3,0,0,1,1,1,0,0
684,57.0,450,Dahisar,1,0,1,1,0,0,1,1
686,160.0,950,Dahisar,2,0,1,1,1,1,1,1
687,95.0,580,Dahisar,1,0,0,1,0,0,0,0
688,80.0,640,Dahisar,1,0,0,1,1,0,0,0
689,74.5,600,Dahisar,1,0,0,1,1,0,0,0
690,135.0,850,Dahisar,2,0,0,1,0,0,0,0
691,140.0,750,Dahisar,2,0,0,1,0,0,0,0
692,55.0,354,Dahisar,1,0,0,0,0,0,0,0
693,90.0,510,Dahisar,1,0,0,1,0,0,0,0
694,130.0,850,Dahisar,2,0,0,0,1,0,0,0
695,145.0,890,Dahisar,2,0,0,0,0,0,0,0
696,145.0,820,Dahisar,2,0,0,0,0,0,0,0
697,98.0,595,Dahisar,1,0,1,1,1,1,1,1
698,142.0,780,Dahisar,2,0,0,0,0,0,0,0
700,275.0,1196,Dahisar,3,1,1,1,1,1,1,1
701,117.0,560,Dahisar,2,1,1,1,1,1,1,1
702,138.99999,720,Dahisar,2,1,1,1,1,1,1,1
703,145.0,721,Dahisar,2,1,1,1,1,1,1,1
704,92.0,620,Dahisar,1,0,0,1,0,1,0,0
705,180.0,1010,Dahisar,2,0,0,0,0,0,0,0
706,62.0,480,Dahisar,1,0,0,0,0,0,0,0
707,145.0,850,Dahisar,2,1,0,0,0,0,0,0
708,215.0,950,Dahisar,2,0,0,1,1,0,0,0
711,155.0,850,Dahisar,2,0,1,1,0,0,0,0
712,91.0,650,Dahisar,1,0,1,1,1,1,1,1
713,225.0,1250,Dahisar,3,0,1,1,1,1,1,1
714,225.0,1196,Dahisar,3,0,1,1,1,1,1,1
715,195.0,855,Dahisar,2,1,1,1,1,1,1,1
716,68.0,574,Dahisar,1,0,1,1,0,0,1,1
717,90.0,492,Dahisar,1,0,0,0,0,0,0,0
718,90.0,492,Dahisar,1,0,0,1,0,0,0,0
719,145.0,865,Dahisar,2,1,1,1,1,1,1,1
722,65.0,566,Dahisar East,1,1,1,1,1,1,0,0
724,85.0,600,Dahisar East,1,0,0,0,0,0,0,0
725,80.0,580,Dahisar East,1,0,0,0,0,0,0,0
726,150.0,1020,Dahisar East,2,0,0,0,0,0,0,0
727,85.0,580,Dahisar East,1,0,0,0,0,0,0,0
728,85.0,580,Dahisar East,1,1,0,0,0,0,0,0
729,86.0,590,Dahisar East,1,0,0,0,0,0,0,0
730,120.0,785,Dahisar East,2,1,0,0,0,0,0,0
731,115.0,780,Dahisar East,2,0,0,0,0,0,0,0
732,125.0,815,Dahisar East,2,0,0,0,0,0,0,0
733,75.0,600,Dahisar East,1,0,0,0,0,0,0,0
734,180.0,1300,Dahisar East,3,0,0,0,0,0,0,0
740,85.0,560,Dahisar West,1,0,0,0,0,0,0,0
741,70.0,410,Dahisar West,1,0,0,0,0,0,0,0
742,90.0,585,Dahisar West,1,0,0,0,0,0,0,0
743,100.0,610,Dahisar West,1,0,0,0,0,0,0,0
744,80.0,490,Dahisar West,1,0,0,0,0,0,0,0
745,82.0,550,Dahisar West,1,0,0,0,0,0,0,0
747,140.0,800,Dahisar West,2,0,0,1,0,0,0,0
748,90.0,550,Dahisar West,1,0,0,1,0,0,0,0
749,75.0,500,Dahisar West,1,0,0,0,0,0,0,0
750,92.0,560,Dahisar West,1,0,0,0,0,0,0,0
751,185.0,1050,Dattapada,2,0,0,1,1,1,0,0
752,210.0,1250,Dattapada,2,0,0,1,1,1,0,0
753,165.0,1050,Dattapada,2,0,0,1,1,1,0,0
754,190.0,1050,Dattapada,2,0,0,1,1,1,0,0
755,150.0,950,Dattapada,2,0,0,1,1,1,0,0
756,240.0,1300,Dattapada,3,0,0,1,1,1,0,0
757,112.0,600,Dattapada,1,0,0,1,1,1,0,0
758,180.0,1050,Dattapada,2,0,0,1,1,1,0,0
759,175.0,950,Dattapada,2,0,0,1,1,1,0,0
762,160.0,850,Dattapada,2,0,0,1,1,1,0,0
763,240.0,1300,Dattapada,3,0,0,0,1,1,0,0
764,150.0,950,Dattapada,2,0,0,0,1,1,0,0
765,20.18,375,Dombivali,1,1,0,0,0,1,0,0
766,160.0,2115,Dombivali,3,0,1,1,1,1,1,1
768,105.0,1503,Dombivali,2,0,1,1,1,1,1,1
769,65.0,929,Dombivali,2,0,1,1,1,1,1,1
771,36.0,450,Dombivali,1,0,0,1,1,1,0,1
772,45.0,600,Dombivali,1,1,1,0,1,0,1,1
774,40.95,710,Dombivali,1,1,1,1,0,0,1,1
775,45.0,650,Dombivali,1,1,1,1,0,0,1,1
776,42.0,600,Dombivali,1,1,1,1,0,0,1,1
777,41.0,670,Dombivali,1,1,1,1,1,1,1,1
779,80.0,1098,Dombivali,1,0,1,1,1,0,1,1
782,36.63,666,Dombivali,1,1,1,1,0,1,0,1
784,50.0,750,Dombivali,2,0,1,1,1,1,1,1
786,48.37,774,Dombivali,1,1,1,1,1,0,1,1
792,45.56,729,Dombivali,1,1,1,1,1,0,1,1
794,44.75,700,Dombivali,1,1,1,1,1,1,1,1
795,43.96,774,Dombivali,1,1,1,1,1,1,1,1
796,38.0,555,Dombivali East,1,0,1,1,1,1,0,0
797,36.0,600,Dombivali East,1,0,1,1,1,1,0,0
798,37.0,550,Dombivali East,1,0,1,1,1,1,0,0
799,76.0,950,Dombivali East,3,0,1,1,1,1,0,0
800,34.67,530,Dombivali East,1,1,0,1,1,1,0,0
801,54.0,675,Dombivali East,1,1,0,1,1,1,0,0
802,31.0,445,Dombivali East,1,1,0,0,0,0,0,0
803,21.0,400,Dombivali East,1,1,0,0,0,0,0,0
804,31.2,530,Dombivali East,1,1,1,1,0,0,1,1
805,45.0,690,Dombivali East,1,0,1,1,0,0,1,0
806,89.0,1480,Dombivali East,3,0,0,0,0,0,0,0
808,31.0,450,Dombivali East,1,0,0,0,0,0,0,0
809,36.0,500,Dombivali East,1,1,0,0,0,0,0,0
810,40.0,540,Dombivli (West),1,0,0,1,0,0,0,0
811,45.0,645,Dombivli (West),1,0,0,1,0,0,0,0
812,55.0,725,Dombivli (West),1,0,0,1,0,0,0,0
813,24.0,350,Dombivli (West),1,1,1,1,0,0,1,0
814,75.0,1015,Dombivli (West),2,0,0,1,0,0,0,0
815,60.0,750,Dombivli (West),2,0,0,0,0,0,0,0
816,26.0,375,Dombivli (West),1,1,1,1,0,0,1,0
817,87.0,1075,Dombivli (West),2,0,0,1,0,0,0,0
818,50.0,700,Dombivli (West),1,0,0,1,0,0,0,0
820,80.0,995,Dombivli (West),2,0,0,1,0,0,0,0
821,82.0,1034,Dombivli (West),2,0,0,1,0,0,0,0
822,55.0,785,Dombivli (West),1,0,0,1,0,0,0,0
823,29.5,420,Dombivli (West),1,0,0,1,0,0,0,0
824,46.0,700,Dombivli (West),1,0,0,1,0,0,0,0
825,46.0,640,Dombivli (West),1,1,0,1,0,0,0,0
826,44.0,600,Dombivli (West),1,1,0,1,0,0,0,0
827,30.0,450,Dombivli (West),1,0,0,0,0,0,0,0
828,26.5,380,Dombivli (West),1,0,0,0,0,0,0,0
829,61.0,1150,Dronagiri,2,0,0,1,1,1,0,0
830,35.0,690,Dronagiri,1,1,0,1,1,1,0,0
832,34.0,704,Dronagiri,1,1,0,1,1,1,0,0
833,35.0,688,Dronagiri,1,1,1,1,1,1,0,0
835,30.0,650,Dronagiri,1,1,0,1,1,1,0,0
836,36.5,665,Dronagiri,1,1,0,1,1,1,0,0
837,44.0,880,Dronagiri,1,1,0,1,1,1,0,0
838,34.0,600,Dronagiri,1,1,1,1,1,1,1,0
839,78.0,1365,Dronagiri,2,0,0,1,1,1,0,0
840,38.0,660,Dronagiri,1,1,1,1,0,0,1,1
841,60.0,1050,Dronagiri,2,1,1,1,0,0,1,1
842,35.0,735,Dronagiri,1,1,0,1,0,0,0,0
843,30.0,665,Dronagiri,1,1,0,0,0,0,0,0
844,30.0,665,Dronagiri,1,1,0,1,0,0,0,0
845,35.0,650,Dronagiri,1,1,0,1,0,0,0,0
846,36.0,640,Dronagiri,1,1,0,1,0,0,0,0
847,28.0,555,Dronagiri,1,1,0,0,0,0,0,0
848,26.0,530,Dronagiri,1,1,0,0,0,0,0,0
849,230.0,1650,Ghansoli,3,0,1,1,0,1,1,1
851,160.0,1140,Ghansoli,2,0,1,1,1,1,1,1
852,290.0,2065,Ghansoli,3,0,1,1,0,0,1,1
854,145.0,1145,Ghansoli,2,0,1,1,1,1,1,0
855,120.0,925,Ghansoli,2,0,1,1,1,1,1,1
856,125.0,1145,Ghansoli,2,0,1,1,0,0,1,1
857,130.0,1050,Ghansoli,2,0,1,1,1,1,1,1
858,89.0,640,Ghansoli,1,0,1,1,1,0,1,1
860,90.0,695,Ghansoli,1,0,1,1,1,1,1,1
861,110.0,905,Ghansoli,2,0,1,1,1,1,1,1
862,155.0,1200,Ghansoli,2,0,1,1,0,0,1,1
863,155.0,1205,Ghansoli,2,1,1,1,0,0,1,1
864,90.0,702,Ghansoli,1,1,1,1,0,0,1,1
865,65.0,645,Ghansoli,1,0,0,1,0,0,0,0
867,148.0,1200,Ghansoli,2,0,1,1,0,1,1,1
868,85.0,700,Ghansoli,1,0,1,1,1,1,1,1
869,165.0,1240,Ghansoli,2,0,1,1,0,1,1,1
870,220.0,1527,Ghatkopar,3,1,1,1,1,1,1,1
871,175.0,1188,Ghatkopar,2,1,1,1,1,1,1,1
872,150.0,815,Ghatkopar,2,1,1,1,1,1,1,1
873,585.0,3410,Ghatkopar,4,1,1,1,1,1,1,0
874,286.0,1766,Ghatkopar,3,1,1,1,1,1,1,0
875,365.0,2200,Ghatkopar,4,1,0,1,1,0,1,1
876,245.0,1558,Ghatkopar,3,1,0,1,1,1,1,1
877,585.0,3410,Ghatkopar East,4,1,1,1,1,1,1,0
878,286.0,1733,Ghatkopar East,3,1,1,1,1,0,1,0
879,140.0,810,Ghatkopar East,2,1,1,1,0,0,0,0
880,110.0,642,Ghatkopar East,1,1,0,1,0,0,0,0
881,60.0,335,Ghatkopar East,1,1,1,1,1,1,1,1
883,900.0,5150,Ghatkopar West,3,1,1,1,0,0,1,1
884,155.0,850,Ghatkopar West,2,0,1,1,0,0,1,1
885,143.0,686,Ghatkopar West,2,1,1,1,0,0,1,1
886,246.0,1182,Ghatkopar West,3,1,1,1,0,0,1,1
887,167.0,1050,Ghatkopar West,2,0,1,1,0,0,1,1
888,160.0,1053,Ghatkopar West,2,0,1,1,1,1,1,1
889,168.0,1054,Ghatkopar West,2,0,1,1,0,0,1,1
890,165.0,1054,Ghatkopar West,2,0,1,1,0,0,1,1
891,163.99999,1050,Ghatkopar West,2,0,1,1,1,1,1,1
892,165.0,1053,Ghatkopar West,2,0,1,1,1,1,1,1
893,205.0,1040,Ghatkopar West,2,1,1,1,1,1,1,1
894,169.0,700,Ghatkopar West,2,1,1,1,1,1,1,1
895,100.0,750,Ghatkopar West,1,0,0,0,0,0,0,0
896,70.0,410,Ghatkopar West,1,0,1,1,1,1,1,1
897,110.0,644,Ghatkopar West,1,0,1,1,1,1,1,1
898,102.0,644,Ghatkopar West,1,0,1,1,1,1,1,1
899,73.0,450,Ghatkopar West,1,0,1,1,1,1,1,1
900,77.0,500,Ghatkopar West,1,0,0,0,0,0,0,0
901,73.0,500,Ghatkopar West,1,0,0,0,0,0,0,0
902,95.0,750,Ghatkopar West,1,0,0,0,0,0,0,0
903,80.0,500,Ghatkopar West,1,0,0,0,0,0,0,0
904,93.0,750,Ghatkopar West,1,0,0,0,0,0,0,0
905,76.0,500,Ghatkopar West,1,0,0,0,0,0,0,0
908,95.0,605,Ghatkopar West,1,0,0,0,0,0,0,0
913,270.0,1695,Goregaon,3,1,1,1,1,1,1,1
914,302.0,2153,Goregaon,3,1,1,1,1,1,1,1
915,305.0,1717,Goregaon,3,1,1,1,1,1,1,1
916,375.0,2195,Goregaon,3,1,1,1,1,1,1,1
917,415.0,2195,Goregaon,3,1,1,1,1,1,1,1
919,320.0,1950,Goregaon,3,1,1,1,1,1,1,1
920,235.0,1415,Goregaon,3,1,1,1,1,1,1,1
921,185.0,1202,Goregaon,2,1,1,1,1,1,1,1
922,170.0,1215,Goregaon,2,1,0,1,1,1,1,0
923,90.0,650,Goregaon,1,1,1,1,1,1,1,1
924,180.0,987,Goregaon,2,1,1,1,1,1,1,1
925,279.0,1404,Goregaon East,2,1,1,1,1,1,1,1
926,315.0,1620,Goregaon East,3,1,1,1,1,1,1,1
927,367.0,1675,Goregaon East,4,1,1,1,1,1,1,1
928,160.0,900,Goregaon East,2,0,0,1,1,1,0,0
929,290.0,1404,Goregaon East,2,1,1,1,1,1,1,1
930,294.0,1618,Goregaon East,3,1,0,1,0,1,0,1
932,112.99999,900,Goregaon East,2,0,1,1,1,1,1,0
933,275.0,1404,Goregaon East,2,0,1,1,1,1,1,1
934,425.0,1777,Goregaon East,3,0,1,1,1,1,1,1
935,202.0,1040,Goregaon East,2,0,1,1,1,1,1,1
936,435.0,2015,Goregaon East,4,1,1,1,1,1,1,1
937,325.0,1502,Goregaon East,3,1,1,1,1,1,1,1
938,450.0,2100,Goregaon East,3,0,1,1,1,1,1,1
939,430.0,2195,Goregaon East,3,0,1,1,1,1,1,1
940,202.0,1190,Goregaon East,2,0,0,0,0,0,0,0
941,410.0,1862,Goregaon East,3,0,1,1,1,1,1,1
944,100.0,600,Goregaon East,1,0,0,0,0,0,0,0
945,135.0,970,Goregaon East,2,0,1,0,0,0,1,1
946,310.0,1456,Goregaon East,3,0,0,0,0,0,0,0
947,180.0,1050,Goregaon East,2,0,0,0,0,0,0,0
948,220.0,1290,Goregaon East,2,0,0,0,0,0,0,0
949,385.0,1660,Goregaon East,4,0,0,0,0,0,0,0
950,225.0,1290,Goregaon East,2,0,0,0,0,0,0,0
951,179.0,1300,Goregaon East,2,0,1,1,1,1,1,1
952,354.0,1418,Goregaon East,4,1,1,1,0,0,1,1
953,190.0,1035,Goregaon East,2,1,1,1,0,1,1,1
955,145.0,900,Goregaon East,2,0,0,1,0,0,0,0
956,380.0,1690,Goregaon East,2,0,1,1,1,0,1,1
957,285.0,1200,Goregaon East,2,0,1,1,1,1,1,1
958,310.0,1200,Goregaon East,1,0,1,1,1,1,1,1
959,415.0,1820,Goregaon East,3,0,1,1,1,0,1,1
960,125.0,900,Goregaon East,2,0,0,0,0,0,0,0
961,420.0,1820,Goregaon East,2,0,1,1,1,0,1,1
962,270.0,1400,Goregaon East,3,1,1,1,0,0,1,1
963,195.0,1100,Goregaon East,2,1,1,1,0,0,1,1
964,400.0,1820,Goregaon East,2,0,1,1,1,1,1,1
965,98.0,659,Goregaon East,1,1,1,1,0,1,1,1
966,145.0,960,Goregaon East,2,0,1,1,0,0,0,1
967,135.0,850,Goregaon East,2,0,0,1,0,0,0,0
968,75.0,500,Goregaon East,1,1,1,1,0,0,1,0
969,475.0,2085,Goregaon East,4,0,1,1,0,0,1,1
970,745.0,3600,Goregaon East,4,0,1,1,0,0,1,1
971,790.0,3300,Goregaon East,6,0,1,1,0,0,1,1
974,145.0,775,Goregaon West,2,1,1,1,1,1,1,1
977,816.0,3888,Goregaon West,4,0,1,1,1,1,1,1
980,100.0,546,Goregaon West,1,0,1,1,0,1,0,0
983,258.0,1400,Goregaon West,2,1,1,1,1,1,1,1
985,185.0,1065,Goregaon West,2,1,1,1,1,1,1,1
986,190.0,1100,Goregaon West,2,0,1,1,1,1,1,1
987,270.0,1205,Goregaon West,3,0,1,1,0,0,0,1
988,140.0,780,Goregaon West,2,0,0,1,0,0,0,0
989,285.0,1485,Goregaon West,3,1,1,1,1,1,1,1
991,120.0,700,Goregaon West,1,0,0,1,0,0,0,0
992,182.0,941,Goregaon West,2,1,1,1,0,0,1,1
993,250.0,1189,Goregaon West,3,1,1,1,0,0,1,1
994,357.0,1710,Goregaon West,4,1,1,1,0,0,1,1
995,285.0,1289,Goregaon West,3,1,0,0,0,0,0,0
996,87.0,585,Goregaon West,1,0,1,1,1,1,1,1
997,110.0,600,Goregaon West,1,0,0,0,0,0,0,0
998,95.0,510,Goregaon West,1,0,0,1,0,0,0,0
1001,207.0,905,Goregaon West,2,1,1,0,0,0,0,1
1002,205.0,905,Goregaon West,2,1,1,0,0,0,0,1
1003,299.0,1399,Goregaon West,3,1,1,0,0,0,0,1
1004,225.0,994,Goregaon West,2,1,1,1,0,0,1,1
1005,299.0,1500,Goregaon West,3,1,1,0,0,0,0,1
1009,184.0,1100,Goregaon West,1,1,1,1,0,0,1,1
1010,180.0,1100,Goregaon West,1,1,1,1,0,0,1,1
1011,182.0,1100,Goregaon West,1,1,1,1,0,0,1,1
1015,200.0,888,Goregaon West,2,1,1,1,0,0,1,1
1016,255.0,1151,Goregaon West,3,1,1,1,0,0,1,1
1017,335.0,1501,Goregaon West,3,1,1,1,1,1,1,1
1018,98.0,600,Goregaon West,1,0,0,0,0,0,0,0
1019,168.0,830,Goregaon West,1,1,1,1,1,1,1,1
1020,185.0,980,Goregaon West,2,1,1,1,0,0,1,0
1021,190.0,980,Goregaon West,2,1,1,1,0,0,1,0
1022,190.0,980,Goregaon West,2,1,1,1,0,0,1,1
1023,260.0,1250,Goregaon West,3,1,1,1,0,0,1,1
1024,285.0,1289,Goregaon West,3,1,1,1,0,0,1,1
1025,100.0,650,Goregaon West,1,0,0,1,0,0,0,0
1026,250.0,2000,Hiranandani Estates,3,0,1,1,0,0,1,1
1027,144.0,1086,Hiranandani Estates,3,1,1,1,0,0,1,1
1028,109.0,727,Hiranandani Estates,2,1,1,1,0,0,1,1
1029,85.0,611,Hiranandani Estates,2,1,1,1,0,0,1,1
1030,79.5,600,Hiranandani Estates,1,0,0,1,0,0,1,0
1031,130.0,910,Hiranandani Estates,2,0,1,1,0,0,1,1
1032,185.0,1038,Jogeshwari East,2,1,1,1,0,0,1,1
1033,430.0,1820,Jogeshwari East,2,0,1,1,1,1,1,1
1034,132.0,925,Jogeshwari East,2,0,0,1,1,1,0,0
1035,85.0,585,Jogeshwari West,1,0,0,1,0,1,0,0
1036,105.0,750,Jogeshwari West,1,0,0,1,1,1,0,0
1037,110.0,750,Jogeshwari West,1,0,0,1,1,1,0,0
1038,100.0,650,Jogeshwari West,1,1,0,0,0,0,0,0
1039,160.0,950,Jogeshwari West,2,0,0,1,1,1,0,0
1040,185.0,950,Jogeshwari West,2,0,0,1,0,0,0,0
1041,115.0,635,Jogeshwari West,1,0,0,0,0,0,0,0
1042,280.0,1500,Jogeshwari West,3,0,1,1,0,0,0,1
1045,85.0,500,Jogeshwari West,1,1,0,1,0,0,0,0
1046,245.0,1350,Jogeshwari West,3,1,1,0,0,0,0,1
1047,155.0,950,Jogeshwari West,2,0,0,0,0,0,0,0
1048,120.0,750,Jogeshwari West,1,0,1,1,0,1,0,0
1049,150.0,800,Jogeshwari West,2,0,0,1,0,0,0,0
1050,130.0,750,Jogeshwari West,1,0,0,1,0,0,0,0
1051,130.0,750,Jogeshwari West,1,0,0,0,0,0,0,0
1054,601.0,1435,Juhu,3,1,1,1,1,1,0,1
1056,600.0,1634,Juhu,3,1,1,1,1,1,1,1
1057,270.0,872,Juhu,1,1,1,1,1,1,1,1
1058,700.0,1527,Juhu,3,1,1,1,1,1,1,1
1059,1200.0,3049,Juhu,5,1,1,1,1,1,1,1
1060,525.0,1800,Juhu,3,1,1,1,0,0,1,1
1062,450.0,1250,Juhu,3,0,1,1,0,0,0,0
1063,850.0,1800,Juhu,3,0,0,1,0,0,0,0
1064,675.0,1800,Juhu,3,0,0,1,0,0,0,0
1065,1200.0,2570,Juhu,3,0,0,1,0,0,0,0
1067,350.0,1080,Juhu,2,0,0,1,0,0,0,0
1068,1000.0,2040,Juhu,4,0,0,0,0,0,0,0
1069,350.0,864,Juhu,2,0,0,1,0,0,0,0
1070,500.0,1020,Juhu,2,0,0,0,0,0,0,0
1071,500.0,1020,Juhu,2,0,0,1,0,0,0,0
1072,521.0,1104,Juhu,3,1,1,1,1,0,1,1
1074,550.0,1500,Juhu,3,0,0,0,0,0,0,0
1075,550.0,1500,Juhu,3,0,0,1,0,0,0,0
1076,400.0,790,Juhu,2,0,1,1,0,0,0,0
1077,600.0,1500,Juhu,3,0,1,1,1,0,1,1
1078,232.0,600,Juhu,1,0,0,1,0,0,1,0
1079,400.0,950,Juhu,3,0,0,1,0,0,0,0
1080,150.0,2150,Kalamboli,3,0,1,1,1,1,1,1
1081,59.0,725,Kalamboli,1,1,1,1,0,0,1,1
1082,46.0,650,Kalamboli,1,1,0,1,0,0,0,0
1083,67.0,925,Kalamboli,2,0,1,1,1,1,1,1
1084,240.0,3050,Kalamboli,5,1,1,1,1,1,1,1
1085,115.0,1330,Kalamboli,2,0,1,1,1,1,1,1
1086,75.0,650,Kalwa,1,0,1,0,1,1,0,0
1087,55.0,600,Kalwa,1,0,1,1,1,1,1,0
1088,55.0,580,Kalwa,1,0,1,1,1,1,1,0
1089,56.0,630,Kalwa,1,0,1,1,1,1,1,0
1090,60.0,620,Kalwa,1,0,1,1,1,1,1,0
1092,53.0,560,Kalwa,1,0,0,0,1,1,0,0
1093,92.5,770,Kalwa,2,0,0,0,1,1,0,0
1096,200.0,2500,Kalwa,5,0,1,1,0,0,1,1
1097,65.0,580,Kalwa,1,0,0,0,0,0,0,0
1098,65.0,720,Kalwa,1,0,0,0,0,0,0,0
1099,52.0,500,Kalwa,1,0,0,1,0,0,0,0
1100,65.0,620,Kalwa,1,0,1,1,0,0,1,0
1101,65.0,660,Kalwa,1,0,1,1,0,0,1,0
1102,55.0,680,Kalwa,1,0,0,1,0,0,0,0
1103,57.0,657,Kalwa,1,0,0,1,0,0,0,0
1105,55.0,620,Kalwa,1,0,0,1,0,0,0,0
1106,47.0,478,Kalwa,1,0,0,1,0,0,0,0
1107,60.0,680,Kalwa,1,0,0,1,0,0,0,0
1109,55.0,565,Kalwa,1,0,0,0,0,0,0,0
1110,30.0,330,Kalwa,1,0,0,0,0,0,0,0
1111,35.0,550,Kalyan East,1,0,0,1,1,1,0,0
1112,48.0,855,Kalyan East,2,1,0,1,0,0,0,0
1113,33.0,600,Kalyan East,1,1,0,1,0,0,0,0
1114,69.0,1060,Kalyan East,2,0,1,1,1,1,1,1
1115,71.5,1060,Kalyan East,2,0,1,1,1,1,1,1
1116,70.0,1060,Kalyan East,2,0,1,1,1,1,1,1
1117,72.0,1060,Kalyan East,2,0,1,1,0,0,0,1
1118,70.0,950,Kalyan West,2,0,0,0,0,0,0,0
1120,76.0,1127,Kalyan West,2,0,1,1,1,1,1,1
1121,68.0,1065,Kalyan West,2,0,0,1,1,1,0,0
1123,44.0,600,Kalyan West,2,0,0,1,1,1,0,0
1124,48.0,610,Kalyan West,2,0,0,1,1,0,0,0
1125,43.8,610,Kalyan West,2,0,0,0,1,0,0,0
1126,43.8,610,Kalyan West,2,0,0,1,1,0,0,0
1127,50.6,650,Kalyan West,2,0,0,1,1,0,0,0
1128,35.0,450,Kalyan West,1,0,0,0,1,1,0,0
1129,27.0,410,Kalyan West,1,1,0,1,1,1,0,0
1130,35.0,565,Kalyan West,1,1,0,1,1,1,0,0
1132,38.9,650,Kalyan West,1,1,1,1,0,1,1,1
1133,77.0,999,Kalyan West,2,0,1,1,1,1,1,1
1134,47.0,695,Kalyan West,1,0,1,1,1,1,1,1
1135,47.0,695,Kalyan West,1,0,1,1,1,1,1,1
1137,55.0,800,Kalyan West,2,0,1,1,1,1,1,1
1138,42.0,655,Kalyan West,1,0,0,1,1,1,1,0
1139,68.0,900,Kalyan West,2,0,1,1,0,0,1,1
1140,43.0,657,Kalyan West,1,0,0,1,0,1,1,0
1141,41.0,640,Kalyan West,1,0,1,1,1,1,1,1
1142,100.0,1300,Kalyan West,3,0,1,1,0,0,1,0
1143,62.99,759,Kalyan West,1,0,0,1,0,0,0,0
1144,42.0,685,Kalyan West,1,0,0,1,0,0,0,0
1145,53.0,695,Kalyan West,1,0,1,1,0,0,1,1
1146,75.0,970,Kalyan West,2,0,1,1,0,0,1,1
1147,73.0,970,Kalyan West,2,0,1,1,0,0,1,1
1148,76.0,920,Kalyan West,2,0,1,1,1,1,1,1
1149,43.0,635,Kalyan West,1,0,0,1,0,0,1,0
1151,66.0,975,Kalyan West,2,0,1,1,1,1,1,1
1152,50.0,625,Kalyan West,1,0,0,1,0,0,0,0
1153,80.0,955,Kalyan West,2,0,1,1,1,1,1,1
1154,35.99,620,Kalyan West,1,0,0,1,1,1,0,0
